rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
1,(농할) 자연방사 난각번호 1번 무항생제 유정란 20구 에어캡 안전포장,,35000,11900,66,14000,14000,332,,0,0,https://store.kakao.com/ssharang/products/712533935?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260710151256_f1952967563e42f2aee5a0e19982d5a6.jpg
2,(농할) 경북 의성 햇살어린 백도 딱딱이 복숭아 2kg 로얄과 7-8과,,21900,14900,32,7497,7497,891,,0,0,https://store.kakao.com/bongyi/products/755458824?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260806092545_75523bc641c54f40889d9914c2f60ff9.jpg
3,국내산!! 전라도 여수돌산 총각김치,,29900,9900,67,6189,6189,85,,0,0,https://store.kakao.com/ham00/products/450523197?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20241115153951_c8e00799463d43748ba484fd74f800c1.jpg
4,"[수산대전 20% 17,920원] 자포니카 민물장어 1kg 손질 후 700g 내외(소스2종 + 생강채) 당일손질",,34900,22500,36,7419,7419,,,0,0,https://store.kakao.com/bagpacker/products/768336645?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260811141217_2cea01263933418ca31834b9e7c2644b.jpg
5,[전라도 청년] (농할) 국내산 무항생제 난각번호 1번 자연방사 유정란 20구,,20000,12900,36,6760,6760,285,,0,0,https://store.kakao.com/jeollayouth/products/394588599?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240715115556_c8b5806038bb4b368bbed605d18c21fc.jpg
6,(농할) 김천 샤인머스켓 알알이 포장 400g * 2팩,,20900,9900,53,5019,5019,452,,0,0,https://store.kakao.com/bongyi/products/608472354?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260728093704_9cbe6b6bd76941a4b0e3c653db67ad18.jpg
7,(농할)국내산 생 삼겹살 600g[사은품증정](한돈!품질보장!무료반품!),,25900,16900,35,5310,5310,7169,,0,0,https://store.kakao.com/donpang/products/70685934?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250922085330_f056b4b4217242d98a28534ad13adca5.jpg
8,햇 사과 홍로 소과 정품 1.5kg 산지직송,,30000,10900,64,4839,4839,6420,,0,0,https://store.kakao.com/yjms/products/172818083?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260810144814_47d69758099847d9a5ef81ef18f062e1.jpg
9,(농할) 국내산 흙당근 3kg 중품,,29900,8900,70,3850,3850,8810,,0,0,https://store.kakao.com/mrdangol/products/198401925?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814170322_ab3af3704e2d49429781d284de276363.jpg
10,(농할)제주 고당도 하우스감귤 2kg 로얄과 (2개구매시 4.5kg 발송),,22900,18900,17,5770,5770,1079,,0,0,https://store.kakao.com/ggeebbbii/products/61292685?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260706161721_58beeaa97e6b4eecbcd11507d0ea7fe4.png
11,[10개 X 4팩 = 40개입] 연육함량 80% 프리미엄 꼬치어묵 팔공어묵 10개입 + 가쓰오소스 X 4팩 세트.,,20900,11900,43,5061,5061,186,,0,0,https://store.kakao.com/yoloburo/products/722470225?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251217164844_088a68b7e10840faa4a540e721848eb8.jpg
