rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
1,샘트리 맛 병아리콩 오리지널 1개(20g x 20개입 개별포장) 외 행사모음전,,40000,9900,75,10000,10000,856,,0,0,https://store.kakao.com/greesim/products/681499148?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260515120305_0d51990c565245bcb9f63cefe72d3828.jpg
2,(농할) 경북 차돌복숭아 3kg 대과 11-12과 외 4kg / 단단하고 아삭한 식감,,25900,20900,19,9144,9144,155,,0,0,https://store.kakao.com/youngstore/products/774975823?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260820015701_ed04c72647fd4664870d343bf309f6d7.jpg
3,(광동 직영) 제주 삼다수 2L/500ML/330ML 모음전,,26000,23900,8,7251,7251,1,,0,0,https://store.kakao.com/kwangdongmall/products/78647926?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250904175153_397fb1dc716840b0968c1dabc680c222.jpg
4,(농할) 푸드앤픽 경기미 10kg 특등급 꿈마지 밥맛좋은쌀 경기쌀,,34500,32500,6,6663,6663,22,,0,0,https://store.kakao.com/foodandpick/products/525497858?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260818131909_25ec79b2e80c4b31a9dcdfbee93883dd.png
5,[전라도 청년] (농할) 국내산 무항생제 난각번호 1번 자연방사 유정란 20구,,20000,12900,36,8151,8151,481,,0,0,https://store.kakao.com/jeollayouth/products/394588599?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20240715115556_c8b5806038bb4b368bbed605d18c21fc.jpg
6,[농할] 국내산 난각번호 1번 무항생제 유정란 20구,,23000,10900,53,7970,7970,196,,0,0,https://store.kakao.com/freshmentor/products/513886379?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251209174103_6621a22f93144f8ba6647013de600ee0.jpg
7,(농할) 경산 천홍 천도복숭아 로얄과 2kg 13~15과,,21900,15900,27,5974,5974,545,,0,0,https://store.kakao.com/bongyi/products/775551326?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814140424_c6949c0c24ff4932a5d2221cb927d7fa.jpg
8,스파클생수 2L 24병 / 500ml 60병 / 스파클링 500ml 40병 외 스파클모음전,,14900,10900,27,5850,5850,5,,0,0,https://store.kakao.com/sparklemart/products/10194786?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250721111042_3c0c27dbd91840ee926143b55870d445.png
9,[안동 산지직송] 26년 햇 가을 제철 고당도 가정용 세척 홍로사과 2.5kg (12~18과),,24900,13900,44,4854,4854,57,,0,0,https://store.kakao.com/whfoodmarket/products/772063078?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260819155010_79af5a54a0444ba38b8698ac07fd81f3.jpg
10,(농할) 제주 하우스 감귤 2kg 로얄과,,22900,16900,26,5051,5051,115,,0,0,https://store.kakao.com/eatpisode/products/761036271?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260716143848_1ef820ff66984596aa82c9b8fb29008f.png
