rank,product_name,product_id,list_price,sale_price,discount_rate,sales_qty,order_count,review_count,rating,is_sold_out,is_ad,product_url,image_url
1,(농할) 자연방사 난각번호 1번 무항생제 유정란 20구 에어캡 안전포장,,35000,11900,66,14000,14000,307,,0,0,https://store.kakao.com/ssharang/products/712533935?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260710151256_f1952967563e42f2aee5a0e19982d5a6.jpg
2,(농할) 경북 의성 햇살어린 백도 딱딱이 복숭아 2kg 로얄과 7-8과,,21900,14900,32,7028,7028,876,,0,0,https://store.kakao.com/bongyi/products/755458824?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260806092545_75523bc641c54f40889d9914c2f60ff9.jpg
3,"[수산대전 20% 17,920원] 자포니카 민물장어 1kg 손질 후 700g 내외(소스2종 + 생강채) 당일손질",,34900,22500,36,7401,7401,,,0,0,https://store.kakao.com/bagpacker/products/768336645?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260811141217_2cea01263933418ca31834b9e7c2644b.jpg
4,[해남미소] 26년 햇 고춧가루(양념용/보통맛) 1kg(500g*2개),,36900,24900,33,7789,7789,3205,,0,0,https://store.kakao.com/hnmiso/products/42872764?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260806145455_f08060eb29f2437ea1e62fde38f0dfe8.jpg
5,(농할) 김천 샤인머스켓 알알이 포장 400g * 2팩,,20900,9900,53,4948,4948,424,,0,0,https://store.kakao.com/bongyi/products/608472354?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260728093704_9cbe6b6bd76941a4b0e3c653db67ad18.jpg
6,[전라도 청년] 100% 저온압착 통참깨 천년참기름 350ml+350ml 외,,25900,12900,50,5185,5185,4584,,0,0,https://store.kakao.com/jeollayouth/products/286699019?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260806153913_65bc734302034cb88ab6f0c01179b5de.jpg
7,(농할)국내산 생 삼겹살 600g[사은품증정](한돈!품질보장!무료반품!),,25900,16900,35,5134,5134,7169,,0,0,https://store.kakao.com/donpang/products/70685934?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20250922085330_f056b4b4217242d98a28534ad13adca5.jpg
8,미담채 국내산 전라도 포기김치 4kg 외 6종 김치,,42900,13900,68,6057,6057,8409,,0,0,https://store.kakao.com/greenbean/products/186624979?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20251114104546_cc02af17303542668ebdd0c1f367aaef.jpg
9,(농할)제주 고당도 하우스감귤 2kg 로얄과 (2개구매시 4.5kg 발송),,22900,18900,17,5568,5568,1066,,0,0,https://store.kakao.com/ggeebbbii/products/61292685?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260706161721_58beeaa97e6b4eecbcd11507d0ea7fe4.png
10,(농할) 국내산 흙당근 3kg 중품,,29900,8900,70,3275,3275,8810,,0,0,https://store.kakao.com/mrdangol/products/198401925?area=stca,https://img1.kakaocdn.net/thumb/C236x236@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fshoppingstore%2Fproduct%2F20260814170322_ab3af3704e2d49429781d284de276363.jpg
